"","variable","Heuchera_pilosissima_avg"
"1",1,0.0498090199928682
"2",49.4897959183673,0.215272863041804
"3",97.9795918367347,0.17727557625948
"4",146.469387755102,0.0944824099857122
"5",194.959183673469,0.139469041971561
"6",243.448979591837,0.0847154962352839
"7",291.938775510204,0.0696811510491073
"8",340.428571428571,0.0311759265823082
"9",388.918367346939,0.0404674292527009
"10",437.408163265306,0.028175269453576
"11",485.897959183673,0.0178411249176132
"12",534.387755102041,0.0111785726764512
"13",582.877551020408,0.0112608669437021
"14",631.367346938776,0.00716051648524563
"15",679.857142857143,0.00521354969510897
"16",728.34693877551,0.00400698565801457
"17",776.836734693878,0.00387327803340105
"18",825.326530612245,0.00162741492548383
"19",873.816326530612,0.0015439149945912
"20",922.30612244898,0.00126485273106926
"21",970.795918367347,0.000985513358207046
"22",1019.28571428571,0.000998600242233962
"23",1067.77551020408,0.000420491248608095
"24",1116.26530612245,0.000389177894417565
"25",1164.75510204082,0.00035016157381264
"26",1213.24489795918,0.000324505512242141
"27",1261.73469387755,0.000172776182485733
"28",1310.22448979592,0.000100816791886186
"29",1358.71428571429,0.000122009592217359
"30",1407.20408163265,0.000115433419864883
"31",1455.69387755102,7.93546073862945e-05
"32",1504.18367346939,7.45986824085184e-05
"33",1552.67346938776,5.54417920679798e-05
"34",1601.16326530612,8.03679392694689e-05
"35",1649.65306122449,6.574671243241e-05
"36",1698.14285714286,4.65114774004325e-05
"37",1746.63265306122,3.27400531960516e-05
"38",1795.12244897959,1.90870873131284e-05
"39",1843.61224489796,1.76579061963253e-05
"40",1892.10204081633,9.4131892882661e-06
"41",1940.59183673469,1.2633574810399e-05
"42",1989.08163265306,1.23294729522227e-05
"43",2037.57142857143,3.86076104108298e-06
"44",2086.0612244898,6.81386755562647e-06
"45",2134.55102040816,1.39700413936127e-06
"46",2183.04081632653,4.37348067860945e-06
"47",2231.5306122449,0
"48",2280.02040816327,2.89737956854009e-06
"49",2328.51020408163,2.83112380639378e-08
"50",2377,0
