"","variable","Heuchera_longipetala_avg"
"1",3.5,0
"2",7.16836734693878,0.00138110983444623
"3",10.8367346938776,0.0118129787209867
"4",14.5051020408163,0.0387719973691815
"5",18.1734693877551,0.0653128423121815
"6",21.8418367346939,0.0759421408342938
"7",25.5102040816327,0.100531476276997
"8",29.1785714285714,0.111224435397102
"9",32.8469387755102,0.100573056930104
"10",36.515306122449,0.0965716940609352
"11",40.1836734693878,0.0951550609667257
"12",43.8520408163265,0.0675359280813573
"13",47.5204081632653,0.062884853666395
"14",51.1887755102041,0.0539002473245621
"15",54.8571428571429,0.0362159063232707
"16",58.5255102040816,0.0287421242360328
"17",62.1938775510204,0.0193474488520332
"18",65.8622448979592,0.0122034627462238
"19",69.530612244898,0.00861962113624412
"20",73.1989795918367,0.00540112224201273
"21",76.8673469387755,0.00321051895006518
"22",80.5357142857143,0.0019447400651528
"23",84.2040816326531,0.00109244449476961
"24",87.8724489795918,0.0004861826779392
"25",91.5408163265306,0.000470482473208796
"26",95.2091836734694,0.000290983003151608
"27",98.8775510204082,0.000166714497551854
"28",102.545918367347,7.98768250707076e-05
"29",106.214285714286,6.70635076757917e-05
"30",109.882653061224,2.32244367149471e-06
"31",113.551020408163,2.48360564546563e-05
"32",117.219387755102,3.28088965192113e-05
"33",120.887755102041,3.51879768255742e-06
"34",124.55612244898,0
"35",128.224489795918,0
"36",131.892857142857,0
"37",135.561224489796,0
"38",139.229591836735,0
"39",142.897959183673,0
"40",146.566326530612,0
"41",150.234693877551,0
"42",153.90306122449,0
"43",157.571428571429,0
"44",161.239795918367,0
"45",164.908163265306,0
"46",168.576530612245,0
"47",172.244897959184,0
"48",175.913265306122,0
"49",179.581632653061,0
"50",183.25,0
