"","variable","Lithophragma_parviflorum_avg"
"1",1.5,0.0015940533133718
"2",7.38775510204082,0.137341059900642
"3",13.2755102040816,0.203370294735733
"4",19.1632653061224,0.151938328316872
"5",25.0510204081633,0.119536807033549
"6",30.9387755102041,0.111361077630248
"7",36.8265306122449,0.0898065205917768
"8",42.7142857142857,0.052738146887414
"9",48.6020408163265,0.0328114017442204
"10",54.4897959183673,0.0195830777035321
"11",60.3775510204082,0.0206833466033734
"12",66.265306122449,0.0139292554575723
"13",72.1530612244898,0.0122109385796524
"14",78.0408163265306,0.0114756411416887
"15",83.9285714285714,0.00733447681259278
"16",89.8163265306122,0.00422440609567197
"17",95.7040816326531,0.0026455754094949
"18",101.591836734694,0.00207533150935867
"19",107.479591836735,0.00160700834409007
"20",113.367346938776,0.00138637019015791
"21",119.255102040816,0.000993785692865725
"22",125.142857142857,0.000770725993698553
"23",131.030612244898,0.00039355665987798
"24",136.918367346939,0.000184815510980213
"25",142.80612244898,3.99814156507489e-06
"26",148.69387755102,0
"27",154.581632653061,0
"28",160.469387755102,0
"29",166.357142857143,0
"30",172.244897959184,0
"31",178.132653061224,0
"32",184.020408163265,0
"33",189.908163265306,0
"34",195.795918367347,0
"35",201.683673469388,0
"36",207.571428571429,0
"37",213.459183673469,0
"38",219.34693877551,0
"39",225.234693877551,0
"40",231.122448979592,0
"41",237.010204081633,0
"42",242.897959183673,0
"43",248.785714285714,0
"44",254.673469387755,0
"45",260.561224489796,0
"46",266.448979591837,0
"47",272.336734693878,0
"48",278.224489795918,0
"49",284.112244897959,0
"50",290,0
