"","variable","Heuchera_maxima_avg"
"1",307,0.0123620188680369
"2",315.326530612245,0.0204901468736264
"3",323.65306122449,0.0161023905762401
"4",331.979591836735,0.0123275802194101
"5",340.30612244898,0.00725471885994099
"6",348.632653061224,0.00347709442297788
"7",356.959183673469,0.00269392365489788
"8",365.285714285714,0.00461370304941269
"9",373.612244897959,0.0209345704266928
"10",381.938775510204,0.017009966321055
"11",390.265306122449,0.0371014066767737
"12",398.591836734694,0.111728758612929
"13",406.918367346939,0.118111682650058
"14",415.244897959184,0.101435505455215
"15",423.571428571429,0.0875136932772194
"16",431.897959183673,0.100368541424604
"17",440.224489795918,0.0872721119469274
"18",448.551020408163,0.0507275175158469
"19",456.877551020408,0.046970397987957
"20",465.204081632653,0.0416284947467651
"21",473.530612244898,0.036942690869242
"22",481.857142857143,0.0233418218738524
"23",490.183673469388,0.0146653924454441
"24",498.510204081633,0.00638982226815059
"25",506.836734693878,0.00888317975980209
"26",515.163265306122,0.00255371867087869
"27",523.489795918367,0.00293261395949426
"28",531.816326530612,0.00213557895405238
"29",540.142857142857,0.000975222308509645
"30",548.469387755102,0.000868008281096419
"31",556.795918367347,0.000189234809975416
"32",565.122448979592,0.000342572256724732
"33",573.448979591837,0.000261887455679696
"34",581.775510204082,0.000265189878399314
"35",590.102040816327,4.25932726882012e-05
"36",598.428571428571,5.34790182123636e-05
"37",606.755102040816,4.3125816399403e-05
"38",615.081632653061,9.3298501248544e-05
"39",623.408163265306,2.89757213598093e-05
"40",631.734693877551,2.46051517906216e-05
"41",640.061224489796,4.20164147641359e-05
"42",648.387755102041,3.3965134194827e-05
"43",656.714285714286,5.05798570671379e-05
"44",665.040816326531,3.81506113927381e-05
"45",673.367346938776,2.94440150341388e-05
"46",681.69387755102,4.85501691217332e-07
"47",690.020408163265,5.78430331595127e-07
"48",698.34693877551,2.74750962734492e-07
"49",706.673469387755,4.89377994620753e-08
"50",715,3.0465300700599e-07
