"","variable","Tiarella_polyphylla_avg"
"1",1,0.0594749274734939
"2",158.836734693878,0.121774830303223
"3",316.673469387755,0.0885654252239738
"4",474.510204081633,0.0892939195212711
"5",632.34693877551,0.0721794554710515
"6",790.183673469388,0.0542166032463391
"7",948.020408163265,0.0561989310856514
"8",1105.85714285714,0.0401229550177923
"9",1263.69387755102,0.0391545091671095
"10",1421.5306122449,0.0382875875950886
"11",1579.36734693878,0.0380752546338517
"12",1737.20408163265,0.0296142999399094
"13",1895.04081632653,0.0339181073622945
"14",2052.87755102041,0.038864253297453
"15",2210.71428571429,0.0332952721449927
"16",2368.55102040816,0.0240335838737227
"17",2526.38775510204,0.0198815060916863
"18",2684.22448979592,0.0182593983282401
"19",2842.0612244898,0.015136901764198
"20",2999.89795918367,0.0133149875022576
"21",3157.73469387755,0.0116287631706777
"22",3315.57142857143,0.0146980486352617
"23",3473.40816326531,0.0125294127985158
"24",3631.24489795918,0.00833723627022667
"25",3789.08163265306,0.00691826780319066
"26",3946.91836734694,0.0063956957560834
"27",4104.75510204082,0.00446042692172637
"28",4262.59183673469,0.00317746586338184
"29",4420.42857142857,0.00243167744269187
"30",4578.26530612245,0.0025425951860141
"31",4736.10204081633,0.00118868900644023
"32",4893.9387755102,0.000685786890269481
"33",5051.77551020408,0.000508070628835916
"34",5209.61224489796,0.000514073660728227
"35",5367.44897959184,0.000189607760358027
"36",5525.28571428571,8.68263258175141e-05
"37",5683.12244897959,2.85497129393252e-05
"38",5840.95918367347,1.02340645355298e-05
"39",5998.79591836735,4.4118381837078e-06
"40",6156.63265306123,1.02307415784986e-06
"41",6314.4693877551,3.29825288450899e-07
"42",6472.30612244898,5.26728058061508e-08
"43",6630.14285714286,4.56482693834086e-08
"44",6787.97959183674,0
"45",6945.81632653061,0
"46",7103.65306122449,0
"47",7261.48979591837,0
"48",7419.32653061225,0
"49",7577.16326530612,0
"50",7735,0
