"","variable","Heuchera_longiflora_avg"
"1",0,0.0181017461239238
"2",0.393422340860171,0.0891646501887419
"3",0.786844681720343,0.127141418937707
"4",1.18026702258051,0.13490388230878
"5",1.57368936344069,0.120324162783213
"6",1.96711170430086,0.0993440112321427
"7",2.36053404516103,0.0813200709644646
"8",2.7539563860212,0.0647028117391768
"9",3.14737872688137,0.0502033828686712
"10",3.54080106774154,0.0419187528416044
"11",3.93422340860171,0.0336014780729585
"12",4.32764574946189,0.0265864470165146
"13",4.72106809032206,0.0207667515199664
"14",5.11449043118223,0.0178234713575448
"15",5.5079127720424,0.0137653128540311
"16",5.90133511290257,0.0108021622459393
"17",6.29475745376274,0.00896981370787828
"18",6.68817979462291,0.00694903754459729
"19",7.08160213548309,0.0062176779705433
"20",7.47502447634326,0.00467799142093919
"21",7.86844681720343,0.00419348065047698
"22",8.2618691580636,0.00354226996810448
"23",8.65529149892377,0.00288411182325595
"24",9.04871383978394,0.0023802471269228
"25",9.44213618064411,0.00181577069999893
"26",9.83555852150429,0.00150217925226018
"27",10.2289808623645,0.00128390012082315
"28",10.6224032032246,0.00113938783111741
"29",11.0158255440848,0.000880924682310811
"30",11.409247884945,0.00073404943161025
"31",11.8026702258051,0.000447821199670498
"32",12.1960925666653,0.000375020408454526
"33",12.5895149075255,0.000382809703348417
"34",12.9829372483857,0.00032156203804987
"35",13.3763595892458,0.00028210725422306
"36",13.769781930106,0.000201723120073749
"37",14.1632042709662,0.000117757246634486
"38",14.5566266118263,0.000103528499827652
"39",14.9500489526865,6.91131452392285e-05
"40",15.3434712935467,2.32720860394593e-05
"41",15.7368936344069,9.63713000747084e-06
"42",16.130315975267,1.04990903861025e-05
"43",16.5237383161272,4.32273388931786e-06
"44",16.9171606569874,9.42262483944106e-06
"45",17.3105829978475,0
"46",17.7040053387077,4.84330982343374e-08
"47",18.0974276795679,0
"48",18.4908500204281,0
"49",18.8842723612882,0
"50",19.2776947021484,0
