"","variable","Heuchera_pubescens_avg"
"1",884,0.000935912016286248
"2",898.428571428571,0.0113349991074075
"3",912.857142857143,0.0310336729853924
"4",927.285714285714,0.0378777694789061
"5",941.714285714286,0.0383288486261605
"6",956.142857142857,0.0504574347636582
"7",970.571428571429,0.0551859248830138
"8",985,0.0701369645352278
"9",999.428571428571,0.07457270160741
"10",1013.85714285714,0.0891008641170167
"11",1028.28571428571,0.0729772517577448
"12",1042.71428571429,0.0671603358915703
"13",1057.14285714286,0.0659066162704541
"14",1071.57142857143,0.0610656231759382
"15",1086,0.062573518926691
"16",1100.42857142857,0.0430431192485076
"17",1114.85714285714,0.0319130363337383
"18",1129.28571428571,0.0307857640160462
"19",1143.71428571429,0.021484102678708
"20",1158.14285714286,0.0158854488720585
"21",1172.57142857143,0.0132753179514648
"22",1187,0.0124011737716854
"23",1201.42857142857,0.00894413224730882
"24",1215.85714285714,0.00886459619729188
"25",1230.28571428571,0.00535983142928531
"26",1244.71428571429,0.00452134563837131
"27",1259.14285714286,0.00350591082638074
"28",1273.57142857143,0.00220804780974841
"29",1288,0.0011195880304416
"30",1302.42857142857,0.000764318691876781
"31",1316.85714285714,0.000617666065623713
"32",1331.28571428571,0.00037123921397448
"33",1345.71428571429,0.000355258539575089
"34",1360.14285714286,0.000386453513479976
"35",1374.57142857143,0.000396358041354232
"36",1389,0.000432852002800989
"37",1403.42857142857,0.000387064820850065
"38",1417.85714285714,0.000471701520637741
"39",1432.28571428571,0.000416828414269262
"40",1446.71428571429,0.000540264429068286
"41",1461.14285714286,0.000535562080685754
"42",1475.57142857143,0.000539765001797904
"43",1490,0.000552088878831623
"44",1504.42857142857,0.00042668823979046
"45",1518.85714285714,0.000310737566152133
"46",1533.28571428571,0.000251737985685248
"47",1547.71428571429,0.000156161434092718
"48",1562.14285714286,9.74220586774982e-05
"49",1576.57142857143,2.99783068611531e-05
"50",1591,0
