"","variable","Heuchera_wootonii_avg"
"1",5,0
"2",6.30612244897959,0.00539705997265933
"3",7.61224489795918,0.00909755382555439
"4",8.91836734693878,0.0052616035259271
"5",10.2244897959184,0.00477316646422605
"6",11.530612244898,0.00699911953360522
"7",12.8367346938776,0.00809239694894777
"8",14.1428571428571,0.0132477840551871
"9",15.4489795918367,0.0153227051507901
"10",16.7551020408163,0.0147243878195461
"11",18.0612244897959,0.016314941152813
"12",19.3673469387755,0.0331638585441946
"13",20.6734693877551,0.0285176000790119
"14",21.9795918367347,0.0297347333007418
"15",23.2857142857143,0.0210830826201314
"16",24.5918367346939,0.0317294032371534
"17",25.8979591836735,0.0242150216359671
"18",27.2040816326531,0.0275073394103829
"19",28.5102040816327,0.0250298106984951
"20",29.8163265306122,0.0378410316978694
"21",31.1224489795918,0.0423931585726785
"22",32.4285714285714,0.024114388044682
"23",33.734693877551,0.0302849045745193
"24",35.0408163265306,0.0330537018903154
"25",36.3469387755102,0.047201040684389
"26",37.6530612244898,0.0219807802869425
"27",38.9591836734694,0.0385449463445848
"28",40.265306122449,0.0411159764142942
"29",41.5714285714286,0.0314835952079955
"30",42.8775510204082,0.0283973185975921
"31",44.1836734693877,0.0380995517924925
"32",45.4897959183673,0.03769705209512
"33",46.7959183673469,0.0391832090359936
"34",48.1020408163265,0.0353533936601936
"35",49.4081632653061,0.0286643436238661
"36",50.7142857142857,0.019882903130799
"37",52.0204081632653,0.0257592913159647
"38",53.3265306122449,0.0150910794577265
"39",54.6326530612245,0.0217748041047974
"40",55.9387755102041,0.0111471471615952
"41",57.2448979591837,0.0102492692977948
"42",58.5510204081633,0.00825062220898121
"43",59.8571428571429,0.00491983588720217
"44",61.1632653061224,0.00288110838832715
"45",62.469387755102,0.00194344194489893
"46",63.7755102040816,0.00126530198469943
"47",65.0816326530612,0.000394342089718321
"48",66.3877551020408,0.000149781184588019
"49",67.6938775510204,0.000441147885173652
"50",69,0.000229963458870748
