"","variable","Heuchera_maxima_avg"
"1",102,6.64999495854112e-08
"2",103.204081632653,0
"3",104.408163265306,0
"4",105.612244897959,0
"5",106.816326530612,7.85841350403158e-09
"6",108.020408163265,0
"7",109.224489795918,0
"8",110.428571428571,0
"9",111.632653061224,5.05819687420064e-09
"10",112.836734693878,6.10221684180156e-09
"11",114.040816326531,8.53615622931033e-09
"12",115.244897959184,1.83620127878774e-08
"13",116.448979591837,2.37312255674971e-08
"14",117.65306122449,8.73960382759824e-09
"15",118.857142857143,0
"16",120.061224489796,3.15368247209368e-07
"17",121.265306122449,7.56184830517435e-08
"18",122.469387755102,1.21404130165111e-07
"19",123.673469387755,4.92319699724166e-08
"20",124.877551020408,2.98698998445698e-07
"21",126.081632653061,7.50717692410111e-08
"22",127.285714285714,3.08852776860103e-07
"23",128.489795918367,2.27640492276128e-07
"24",129.69387755102,4.67931788175237e-07
"25",130.897959183673,1.77708807164418e-07
"26",132.102040816327,1.50102652616256e-07
"27",133.30612244898,1.99526000727464e-05
"28",134.510204081633,0.00304186305880998
"29",135.714285714286,0.00990164723873653
"30",136.918367346939,0.0195740203151572
"31",138.122448979592,0.0233688514955238
"32",139.326530612245,0.015192175002927
"33",140.530612244898,0.0948717222347305
"34",141.734693877551,0.0455620136319186
"35",142.938775510204,0.067813230758529
"36",144.142857142857,0.092889414139734
"37",145.34693877551,0.123221891499972
"38",146.551020408163,0.216843290617698
"39",147.755102040816,0.0630527760935334
"40",148.959183673469,0.050969073092153
"41",150.163265306122,0.0243845622562332
"42",151.367346938776,0.0191655866775749
"43",152.571428571429,0.010895539369825
"44",153.775510204082,0.0125276398378831
"45",154.979591836735,0.00996834678279943
"46",156.183673469388,0.0391219189160284
"47",157.387755102041,0.0410207217019376
"48",158.591836734694,0.0159367293922245
"49",159.795918367347,0.000553537305002755
"50",161,0.000101083463104804
