"","variable","Heuchera_eastwoodiae_avg"
"1",0,0.785489206066236
"2",1.71428571428571,0.0223059173262428
"3",3.42857142857143,0.0383119508004465
"4",5.14285714285714,0.0172146436527532
"5",6.85714285714286,0.0196773916594123
"6",8.57142857142857,0.0223056152214744
"7",10.2857142857143,0.0136193577604226
"8",12,0.00449440273451159
"9",13.7142857142857,0.0126163355997403
"10",15.4285714285714,0.014505292926959
"11",17.1428571428571,0.0119232555284082
"12",18.8571428571429,0.00419110495750787
"13",20.5714285714286,0.00539666483268125
"14",22.2857142857143,0.00340805839098121
"15",24,0.00156659966202098
"16",25.7142857142857,0.00227429121161565
"17",27.4285714285714,0.00213602330187627
"18",29.1428571428571,0.00143304971226949
"19",30.8571428571429,0.000837912434951279
"20",32.5714285714286,0.000445177986169933
"21",34.2857142857143,0.000307777714554871
"22",36,8.89737819000377e-05
"23",37.7142857142857,0.000134300643166784
"24",39.4285714285714,9.32564232712655e-05
"25",41.1428571428571,9.90441900884009e-05
"26",42.8571428571429,3.31041199110359e-05
"27",44.5714285714286,1.58908570768232e-05
"28",46.2857142857143,3.1614741841544e-05
"29",48,1.60330846855204e-05
"30",49.7142857142857,2.2086030255103e-05
"31",51.4285714285714,5.97303780248475e-05
"32",53.1428571428571,1.34243939464908e-05
"33",54.8571428571429,2.43256498193527e-06
"34",56.5714285714286,4.0382349406944e-05
"35",58.2857142857143,3.74312261544128e-05
"36",60,6.40965466358114e-06
"37",61.7142857142857,2.49241651574684e-05
"38",63.4285714285714,1.52834676627727e-05
"39",65.1428571428571,1.39822158947296e-05
"40",66.8571428571428,1.65184678805732e-05
"41",68.5714285714286,5.82406425272971e-06
"42",70.2857142857143,9.19952034457726e-06
"43",72,1.55356311038489e-06
"44",73.7142857142857,6.78410780108073e-07
"45",75.4285714285714,6.79413222019223e-06
"46",77.1428571428571,4.1239515299979e-06
"47",78.8571428571428,0
"48",80.5714285714286,0
"49",82.2857142857143,0
"50",84,8.03616596484467e-06
