"","variable","Heuchera_alba_avg"
"1",0,0.80265572852838
"2",1.28571428571429,0.00243265983875869
"3",2.57142857142857,0.0361171383478005
"4",3.85714285714286,0.0175403138373365
"5",5.14285714285714,0.0169542379248296
"6",6.42857142857143,0.0398805778819029
"7",7.71428571428572,0.0182818379988404
"8",9,0.0147129630242105
"9",10.2857142857143,0.00912356908093697
"10",11.5714285714286,0.0151072588828637
"11",12.8571428571429,0.00436684748818182
"12",14.1428571428571,0.0048985673311942
"13",15.4285714285714,0.00563754592396513
"14",16.7142857142857,0.00272089850379444
"15",18,0.00177115075078915
"16",19.2857142857143,0.00164021069496996
"17",20.5714285714286,0.00193002737410001
"18",21.8571428571429,0.000774253059604286
"19",23.1428571428571,0.000445376943998766
"20",24.4285714285714,0.00093125536123731
"21",25.7142857142857,0.000460435033701777
"22",27,0.000296432470406221
"23",28.2857142857143,0.000276330674717795
"24",29.5714285714286,0.000236779593735322
"25",30.8571428571429,0.000166885697097229
"26",32.1428571428571,0.000108780477026075
"27",33.4285714285714,0.000196226597572271
"28",34.7142857142857,8.61591850285622e-05
"29",36,1.17355667363669e-05
"30",37.2857142857143,4.78328734173537e-05
"31",38.5714285714286,8.99900560695575e-05
"32",39.8571428571429,2.87863742401337e-05
"33",41.1428571428571,0
"34",42.4285714285714,3.77533012737028e-05
"35",43.7142857142857,3.3453321282619e-05
"36",45,0
"37",46.2857142857143,0
"38",47.5714285714286,0
"39",48.8571428571429,0
"40",50.1428571428571,0
"41",51.4285714285714,0
"42",52.7142857142857,0
"43",54,0
"44",55.2857142857143,0
"45",56.5714285714286,0
"46",57.8571428571429,0
"47",59.1428571428571,0
"48",60.4285714285714,0
"49",61.7142857142857,0
"50",63,0
