"","variable","Heuchera_soltisii"
"1",2.1533,0.0833333333333333333333333333333333333333333333
"2",14.77262,0.0833333333333333333333333333333333333333333333
"3",15.77264,0.0833333333333333333333333333333333333333333333
"4",8.78544,0.0833333333333333333333333333333333333333333333
"5",8.67142,0.0833333333333333333333333333333333333333333333
"6",11.9931,0.0833333333333333333333333333333333333333333333
"7",5.18909,0.0833333333333333333333333333333333333333333333
"8",6.65486,0.0833333333333333333333333333333333333333333333
"9",3.87268,0.0833333333333333333333333333333333333333333333
"10",1.84817,0.0833333333333333333333333333333333333333333333
"11",2.29966,0.0833333333333333333333333333333333333333333333
"12",3.29753,0.0833333333333333333333333333333333333333333333
