"","variable","Heuchera_longipetala_avg"
"1",260,1.63408876822442e-05
"2",345.714285714286,0.000485213344590646
"3",431.428571428571,0.0192605630993385
"4",517.142857142857,0.0258741295901324
"5",602.857142857143,0.0367076779745822
"6",688.571428571429,0.0657673196534212
"7",774.285714285714,0.0879846557103363
"8",860,0.0947096626827274
"9",945.714285714286,0.10054073588582
"10",1031.42857142857,0.0861523743159212
"11",1117.14285714286,0.0819008627148765
"12",1202.85714285714,0.0802455356125642
"13",1288.57142857143,0.0618673739684676
"14",1374.28571428571,0.0526026602871113
"15",1460,0.0348758680744146
"16",1545.71428571429,0.029431623604173
"17",1631.42857142857,0.0273622818877376
"18",1717.14285714286,0.0224391426182323
"19",1802.85714285714,0.0164548342323146
"20",1888.57142857143,0.0130562925027562
"21",1974.28571428571,0.011091025210919
"22",2060,0.00851567709927674
"23",2145.71428571429,0.00764889911620339
"24",2231.42857142857,0.0062875378773805
"25",2317.14285714286,0.00520612532372075
"26",2402.85714285714,0.00378404495384208
"27",2488.57142857143,0.00324614661261296
"28",2574.28571428571,0.00299081810038829
"29",2660,0.00269704149123598
"30",2745.71428571429,0.00230148799113499
"31",2831.42857142857,0.00189077756373351
"32",2917.14285714286,0.00157103941241308
"33",3002.85714285714,0.00170819921232426
"34",3088.57142857143,0.00109113622950118
"35",3174.28571428571,0.000864571975706177
"36",3260,0.00071402826651051
"37",3345.71428571429,0.000525278778065765
"38",3431.42857142857,0.000401227687676719
"39",3517.14285714286,0.000348793210210196
"40",3602.85714285714,0.00028549497776524
"41",3688.57142857143,0.000155106263118529
"42",3774.28571428571,9.67985836982711e-05
"43",3860,5.116916873211e-05
"44",3945.71428571429,4.28977583216699e-05
"45",4031.42857142857,0
"46",4117.14285714286,0
"47",4202.85714285714,0
"48",4288.57142857143,0
"49",4374.28571428571,0
"50",4460,0
