"","variable","Telesonix_jamesii_avg"
"1",18,3.39019336224979e-07
"2",22,4.60833499212352e-06
"3",26,9.9700044108182e-06
"4",30,0.000118715598826918
"5",34,0.00121823749630761
"6",38,0.00384028504972202
"7",42,0.00764844021015093
"8",46,0.00850292112219898
"9",50,0.0108906422765527
"10",54,0.0129275020451173
"11",58,0.0134020768506055
"12",62,0.0145008543962642
"13",66,0.0156838259097587
"14",70,0.0161412318375008
"15",74,0.0186851273699892
"16",78,0.0207001249359591
"17",82,0.024250645063921
"18",86,0.0261184764290065
"19",90,0.0295871778120861
"20",94,0.0313872512519643
"21",98,0.0375650405888043
"22",102,0.036880228803957
"23",106,0.0412961801754068
"24",110,0.0422898606816344
"25",114,0.0422526305433119
"26",118,0.0426176262073186
"27",122,0.0416616735387273
"28",126,0.0432242663503419
"29",130,0.0409167711629461
"30",134,0.0414986670837031
"31",138,0.0402209454264646
"32",142,0.0391167303031838
"33",146,0.037166275026084
"34",150,0.0354363075007715
"35",154,0.0340295855064863
"36",158,0.0327986624854614
"37",162,0.0310138142242008
"38",166,0.0266056985921976
"39",170,0.0212012177480386
"40",174,0.014286556235294
"41",178,0.00963537599281547
"42",182,0.00467441916894868
"43",186,0.00349190633490373
"44",190,0.00232420861263355
"45",194,0.00110732669336151
"46",198,0.000538647707000908
"47",202,0.000356672243143552
"48",206,0.000105827098950001
"49",210,6.84249492372295e-05
"50",214,0
