"","variable","Heuchera_inconstans"
"1",369,0.1
"2",346,0.1
"3",353,0.1
"4",355,0.1
"5",354,0.1
"6",356,0.1
"7",353,0.1
"8",359,0.1
"9",352,0.1
"10",356,0.1
