"","variable","Elmera_racemosa_avg"
"1",-101,0
"2",-96.4081632653061,0
"3",-91.8163265306122,0
"4",-87.2244897959184,0
"5",-82.6326530612245,0
"6",-78.0408163265306,0
"7",-73.4489795918367,0
"8",-68.8571428571429,2.39448673486042e-05
"9",-64.265306122449,0
"10",-59.6734693877551,0
"11",-55.0816326530612,0
"12",-50.4897959183673,3.79272154120406e-05
"13",-45.8979591836735,0
"14",-41.3061224489796,8.23225925585365e-06
"15",-36.7142857142857,6.54930534609986e-05
"16",-32.1224489795918,9.44704698212173e-05
"17",-27.530612244898,9.84934647442436e-05
"18",-22.9387755102041,0.00166907803554808
"19",-18.3469387755102,0.00399962964513209
"20",-13.7551020408163,0.0123065441789633
"21",-9.16326530612244,0.0289765966116122
"22",-4.57142857142856,0.0350239259179074
"23",0.0204081632653157,0.0575223891907935
"24",4.61224489795919,0.0537716595746977
"25",9.20408163265307,0.0829653164800905
"26",13.795918367347,0.0918195810655451
"27",18.3877551020408,0.0769142750050696
"28",22.9795918367347,0.0930142156178247
"29",27.5714285714286,0.0656102161342115
"30",32.1632653061225,0.0733098449031837
"31",36.7551020408163,0.0575965439462202
"32",41.3469387755102,0.0374755987515253
"33",45.9387755102041,0.0365077698247907
"34",50.530612244898,0.0221142250814248
"35",55.1224489795919,0.0225608732568757
"36",59.7142857142857,0.0203819594737077
"37",64.3061224489796,0.0130779493641635
"38",68.8979591836735,0.0131965180769145
"39",73.4897959183673,0.00954164786602217
"40",78.0816326530612,0.0123594730370466
"41",82.6734693877551,0.010036050108358
"42",87.265306122449,0.0110098155276697
"43",91.8571428571429,0.0151746435633777
"44",96.4489795918367,0.0157678679976024
"45",101.040816326531,0.01156061773715
"46",105.632653061225,0.00728807291679397
"47",110.224489795918,0.00356674451587042
"48",114.816326530612,0.00183685070255209
"49",119.408163265306,0.0010627880678242
"50",124,0.000652156493488033
