"","variable","Heuchera_chlorantha_avg"
"1",1,0.0608942240861617
"2",88.6326530612245,0.238173890559214
"3",176.265306122449,0.0895067485782512
"4",263.897959183673,0.0656718595662191
"5",351.530612244898,0.0331441800327109
"6",439.163265306122,0.0272498792450429
"7",526.795918367347,0.0306393111925236
"8",614.428571428571,0.0284919283711538
"9",702.061224489796,0.0314891129918675
"10",789.69387755102,0.0272767501995222
"11",877.326530612245,0.0325563575690058
"12",964.959183673469,0.0293977483652317
"13",1052.59183673469,0.0277219702766001
"14",1140.22448979592,0.0275826774787961
"15",1227.85714285714,0.0228129837800213
"16",1315.48979591837,0.041808872784389
"17",1403.12244897959,0.0450057516087731
"18",1490.75510204082,0.0418850571904797
"19",1578.38775510204,0.0282786356532873
"20",1666.02040816327,0.0260791658354431
"21",1753.65306122449,0.0156404012417621
"22",1841.28571428571,0.0113957577937715
"23",1928.91836734694,0.00753758105272291
"24",2016.55102040816,0.00374584466401291
"25",2104.18367346939,0.00324382741483655
"26",2191.81632653061,0.00152715596471822
"27",2279.44897959184,0.000874021865129179
"28",2367.08163265306,0.000323673440824126
"29",2454.71428571429,4.46311975280529e-05
"30",2542.34693877551,0
"31",2629.97959183673,0
"32",2717.61224489796,0
"33",2805.24489795918,0
"34",2892.87755102041,0
"35",2980.51020408163,0
"36",3068.14285714286,0
"37",3155.77551020408,0
"38",3243.40816326531,0
"39",3331.04081632653,0
"40",3418.67346938776,0
"41",3506.30612244898,0
"42",3593.9387755102,0
"43",3681.57142857143,0
"44",3769.20408163265,0
"45",3856.83673469388,0
"46",3944.4693877551,0
"47",4032.10204081633,0
"48",4119.73469387755,0
"49",4207.36734693878,0
"50",4295,0
