"","variable","Heuchera_soltisii"
"1",514,0.0833333333333333333333333333333333333333333333
"2",395,0.0833333333333333333333333333333333333333333333
"3",374,0.0833333333333333333333333333333333333333333333
"4",372,0.0833333333333333333333333333333333333333333333
"5",437,0.0833333333333333333333333333333333333333333333
"6",627,0.0833333333333333333333333333333333333333333333
"7",670,0.0833333333333333333333333333333333333333333333
"8",398,0.0833333333333333333333333333333333333333333333
"9",359,0.0833333333333333333333333333333333333333333333
"10",384,0.0833333333333333333333333333333333333333333333
"11",422,0.0833333333333333333333333333333333333333333333
"12",474,0.0833333333333333333333333333333333333333333333
