"","variable","Heuchera_hirsutissima"
"1",19.75,0.1111111111111111111111111111111111111111111111
"2",19.5,0.1111111111111111111111111111111111111111111111
"3",25.75,0.1111111111111111111111111111111111111111111111
"4",27.5,0.1111111111111111111111111111111111111111111111
"5",28.75,0.1111111111111111111111111111111111111111111111
"6",21.5,0.1111111111111111111111111111111111111111111111
"7",16.5,0.1111111111111111111111111111111111111111111111
"8",10,0.1111111111111111111111111111111111111111111111
"9",9.75,0.1111111111111111111111111111111111111111111111
