"","variable","Heuchera_missouriensis_avg"
"1",325,1.08711486921539e-05
"2",326.326530612245,5.06717524539225e-05
"3",327.65306122449,0.00185782534474814
"4",328.979591836735,0.00408615387935407
"5",330.30612244898,0.00761892413275095
"6",331.632653061225,0.035775397655646
"7",332.959183673469,0.0283772891632787
"8",334.285714285714,0.0295851195180673
"9",335.612244897959,0.0570380873319047
"10",336.938775510204,0.0187992070235279
"11",338.265306122449,0.0173342513909035
"12",339.591836734694,0.0416171400391094
"13",340.918367346939,0.0265350652591917
"14",342.244897959184,0.0262864663453523
"15",343.571428571429,0.0448668707417056
"16",344.897959183673,0.0202845185812201
"17",346.224489795918,0.0219415572340018
"18",347.551020408163,0.030998373206961
"19",348.877551020408,0.0105625010762487
"20",350.204081632653,0.00865526951009005
"21",351.530612244898,0.0191117349735645
"22",352.857142857143,0.0117379102115335
"23",354.183673469388,0.0136247251928949
"24",355.510204081633,0.0286074162375652
"25",356.836734693878,0.0198116158946703
"26",358.163265306122,0.0256619425526725
"27",359.489795918367,0.0669995585533973
"28",360.816326530612,0.0430974069529375
"29",362.142857142857,0.0457304465302681
"30",363.469387755102,0.0970344722990796
"31",364.795918367347,0.0342760422703278
"32",366.122448979592,0.022985829373541
"33",367.448979591837,0.0350498998614941
"34",368.775510204082,0.0156429793490745
"35",370.102040816327,0.0135869048031701
"36",371.428571428571,0.0182568111323667
"37",372.755102040816,0.00915438864358438
"38",374.081632653061,0.00788598615559587
"39",375.408163265306,0.0111457351979409
"40",376.734693877551,0.00337976718392653
"41",378.061224489796,0.00245146910511805
"42",379.387755102041,0.00869286017417775
"43",380.714285714286,0.00253744634835231
"44",382.040816326531,0.00349217131227457
"45",383.367346938775,0.00373868810799884
"46",384.69387755102,0.00151562131482799
"47",386.020408163265,0.00132472940770373
"48",387.34693877551,0.00104825282849909
"49",388.673469387755,0.000135627696234274
"50",390,0
