"","variable","Tiarella_polyphylla_avg"
"1",0,0.481964029138193
"2",2.04081632653061,0.0434533506375991
"3",4.08163265306122,0.0690002537059225
"4",6.12244897959184,0.0483434401006513
"5",8.16326530612245,0.0483559403880833
"6",10.2040816326531,0.0377232611881328
"7",12.2448979591837,0.0310019573830264
"8",14.2857142857143,0.029359670494027
"9",16.3265306122449,0.0319089783763989
"10",18.3673469387755,0.0360933053620983
"11",20.4081632653061,0.0484450984094964
"12",22.4489795918367,0.0155524347601339
"13",24.4897959183673,0.0163266751964538
"14",26.530612244898,0.0151589666628214
"15",28.5714285714286,0.0142753108429069
"16",30.6122448979592,0.00367088314249894
"17",32.6530612244898,0.00326358289134271
"18",34.6938775510204,0.003253882151822
"19",36.734693877551,0.00222912962005331
"20",38.7755102040816,0.00225806230055257
"21",40.8163265306122,0.00184600302687918
"22",42.8571428571429,0.00180964767011681
"23",44.8979591836735,0.00153377157918152
"24",46.9387755102041,0.00164750429284406
"25",48.9795918367347,0.00184326851474379
"26",51.0204081632653,0.00106093161127555
"27",53.0612244897959,0.00143537237864165
"28",55.1020408163265,0.000667500437655968
"29",57.1428571428571,0.000595326349174653
"30",59.1836734693878,0.000523850647961413
"31",61.2244897959184,0.000347185138787337
"32",63.265306122449,0.00050183543933608
"33",65.3061224489796,0.000336204049664724
"34",67.3469387755102,0.00105662642606506
"35",69.3877551020408,0.00026542615517058
"36",71.4285714285714,0.000196730035675587
"37",73.469387755102,0.0001811985202091
"38",75.5102040816327,0.000225891361904433
"39",77.5510204081633,0.000227959645436243
"40",79.5918367346939,0.000121417158989864
"41",81.6326530612245,0.000181596918882751
"42",83.6734693877551,0.000181651457493199
"43",85.7142857142857,0.00059757252164543
"44",87.7551020408163,9.41759920262447e-05
"45",89.7959183673469,9.57153527824095e-05
"46",91.8367346938776,0.000126412858824445
"47",93.8775510204082,8.98896432650058e-05
"48",95.9183673469388,2.6719304257822e-05
"49",97.9591836734694,9.88627865153009e-05
"50",100,0.000445539972379054
