"","variable","diplomenziesii_avg"
"1",5.25,0
"2",10.3928571428571,0.00134750037766409
"3",15.5357142857143,0.00527954965070237
"4",20.6785714285714,0.0122168821723943
"5",25.8214285714286,0.0387213565249285
"6",30.9642857142857,0.127726151307124
"7",36.1071428571429,0.177770084327503
"8",41.25,0.156172638453205
"9",46.3928571428571,0.13212211717068
"10",51.5357142857143,0.120240956203414
"11",56.6785714285714,0.0862991144040285
"12",61.8214285714286,0.0586493756674339
"13",66.9642857142857,0.034838205507838
"14",72.1071428571429,0.0226755133780103
"15",77.25,0.012547456346401
"16",82.3928571428572,0.00703041814399877
"17",87.5357142857143,0.00379388138502078
"18",92.6785714285714,0.00115795525414563
"19",97.8214285714286,0.000547929173975062
"20",102.964285714286,0.000347263532800705
"21",108.107142857143,0.000241356987349405
"22",113.25,0.000135784120130662
"23",118.392857142857,8.54442478738663e-05
"24",123.535714285714,2.94154491878015e-05
"25",128.678571428571,2.1633425867113e-05
"26",133.821428571429,2.01678832361839e-06
"27",138.964285714286,0
"28",144.107142857143,0
"29",149.25,0
"30",154.392857142857,0
"31",159.535714285714,0
"32",164.678571428571,0
"33",169.821428571429,0
"34",174.964285714286,0
"35",180.107142857143,0
"36",185.25,0
"37",190.392857142857,0
"38",195.535714285714,0
"39",200.678571428571,0
"40",205.821428571429,0
"41",210.964285714286,0
"42",216.107142857143,0
"43",221.25,0
"44",226.392857142857,0
"45",231.535714285714,0
"46",236.678571428571,0
"47",241.821428571429,0
"48",246.964285714286,0
"49",252.107142857143,0
"50",257.25,0
