"","variable","diplomenziesii_avg"
"1",413,1.44396356185e-05
"2",465.183673469388,0.000108089670074138
"3",517.367346938776,0.00196907570627114
"4",569.551020408163,0.00318422351071129
"5",621.734693877551,0.00518451093575752
"6",673.918367346939,0.00822983085193078
"7",726.102040816327,0.0102318420135684
"8",778.285714285714,0.0125904375949712
"9",830.469387755102,0.0171208168568707
"10",882.65306122449,0.0210283010886001
"11",934.836734693878,0.0299112341753627
"12",987.020408163265,0.0442047493428256
"13",1039.20408163265,0.049174398206464
"14",1091.38775510204,0.0548365408138944
"15",1143.57142857143,0.0564054756115063
"16",1195.75510204082,0.058500400761405
"17",1247.9387755102,0.0621912919907859
"18",1300.12244897959,0.0649537445800897
"19",1352.30612244898,0.0580648904863896
"20",1404.48979591837,0.0542705963271341
"21",1456.67346938776,0.0531961229390774
"22",1508.85714285714,0.05470572410175
"23",1561.04081632653,0.0515725322698061
"24",1613.22448979592,0.0416612990318985
"25",1665.40816326531,0.0327362645383773
"26",1717.59183673469,0.0264847810153491
"27",1769.77551020408,0.0230556028632989
"28",1821.95918367347,0.020214893500831
"29",1874.14285714286,0.0218326092343419
"30",1926.32653061224,0.0206744493680315
"31",1978.51020408163,0.0142098729077631
"32",2030.69387755102,0.0103893206804875
"33",2082.87755102041,0.0051587701473692
"34",2135.0612244898,0.00302572305149836
"35",2187.24489795918,0.00242684688231619
"36",2239.42857142857,0.00201646980480309
"37",2291.61224489796,0.00141917383116226
"38",2343.79591836735,0.000799070564842373
"39",2395.97959183673,0.00054537213541351
"40",2448.16326530612,0.000351185794303699
"41",2500.34693877551,0.000256976799449165
"42",2552.5306122449,0.0001977730170853
"43",2604.71428571429,0.000126061985991632
"44",2656.89795918367,0.000133016602739469
"45",2709.08163265306,0.000144425027098798
"46",2761.26530612245,0.000156021525162091
"47",2813.44897959184,0.000152165651162791
"48",2865.63265306122,0.000123035941254605
"49",2917.81632653061,5.77403946631899e-05
"50",2970,1.80823244081791e-06
