"","variable","Heuchera_parishii_avg"
"1",266,0.00364899068049815
"2",268.204081632653,0.00227072511130052
"3",270.408163265306,0.00529756039453466
"4",272.612244897959,0.00556255130725311
"5",274.816326530612,0.0033121632873594
"6",277.020408163265,0.0119976243827404
"7",279.224489795918,0.0115470829477351
"8",281.428571428571,0.00343773470517647
"9",283.632653061224,0.00509738494521103
"10",285.836734693878,0.00892251062390372
"11",288.040816326531,0.0128339811910726
"12",290.244897959184,0.0119557608866398
"13",292.448979591837,0.00747629587885175
"14",294.65306122449,0.0155616022498432
"15",296.857142857143,0.00994238877876997
"16",299.061224489796,0.0323264267767822
"17",301.265306122449,0.0245516689761924
"18",303.469387755102,0.0219723220405571
"19",305.673469387755,0.0317011804969893
"20",307.877551020408,0.0374636289947827
"21",310.081632653061,0.0572508567790772
"22",312.285714285714,0.0437819302830763
"23",314.489795918367,0.0426890403787525
"24",316.69387755102,0.0483393502595409
"25",318.897959183673,0.0854980410056114
"26",321.102040816327,0.0570424980144214
"27",323.30612244898,0.0616484599040369
"28",325.510204081633,0.0639600999442418
"29",327.714285714286,0.0793087482246708
"30",329.918367346939,0.109687688371756
"31",332.122448979592,0.050166873932572
"32",334.326530612245,0.0194905693557083
"33",336.530612244898,0.00793636158154496
"34",338.734693877551,0.00335547811484145
"35",340.938775510204,0.00189766226148023
"36",343.142857142857,0.000398266623235575
"37",345.34693877551,0.000216399938548897
"38",347.551020408163,0.000172674801799971
"39",349.755102040816,9.01999422197244e-05
"40",351.959183673469,9.63052923938607e-05
"41",354.163265306122,3.21694712058425e-05
"42",356.367346938775,1.81598788590122e-05
"43",358.571428571429,1.45740721053687e-05
"44",360.775510204082,8.94403252307686e-06
"45",362.979591836735,8.80515866975214e-06
"46",365.183673469388,5.3133290403415e-06
"47",367.387755102041,2.62362970359256e-06
"48",369.591836734694,1.46625612983971e-06
"49",371.795918367347,6.32796118836138e-07
"50",374,2.21709920952024e-07
