"","variable","Heuchera_eastwoodiae_avg"
"1",0,0.0117584153856006
"2",0.382586187245894,0.0189281382026256
"3",0.765172374491788,0.0268331088346254
"4",1.14775856173768,0.0359200303722118
"5",1.53034474898358,0.0481708281255399
"6",1.91293093622947,0.0568775955480939
"7",2.29551712347536,0.0589811743655953
"8",2.67810331072126,0.0583118558650891
"9",3.06068949796715,0.062579575247564
"10",3.44327568521304,0.058117304346477
"11",3.82586187245894,0.0573077306156844
"12",4.20844805970483,0.0558331774007894
"13",4.59103424695073,0.0542598336259345
"14",4.97362043419662,0.0494578459456259
"15",5.35620662144251,0.0393192385609875
"16",5.73879280868841,0.0398679410692004
"17",6.1213789959343,0.0349277410777031
"18",6.5039651831802,0.0295866188069286
"19",6.88655137042609,0.0271411296865358
"20",7.26913755767198,0.0218464679813123
"21",7.65172374491788,0.02354675902367
"22",8.03430993216377,0.017789207091656
"23",8.41689611940967,0.0168941140266562
"24",8.79948230665556,0.0141151821110528
"25",9.18206849390145,0.0123130977309658
"26",9.56465468114735,0.00961212993797866
"27",9.94724086839324,0.0116219740893581
"28",10.3298270556391,0.00819438135524808
"29",10.712413242885,0.00959177631222261
"30",11.0949994301309,0.00635107834269813
"31",11.4775856173768,0.00502677015187135
"32",11.8601718046227,0.00420925501874152
"33",12.2427579918686,0.0031050088991187
"34",12.6253441791145,0.00247686292285596
"35",13.0079303663604,0.00258405273406247
"36",13.3905165536063,0.00155421469762714
"37",13.7731027408522,0.00090404759511468
"38",14.1556889280981,0.000601248187858796
"39",14.538275115344,0.000858852024979716
"40",14.9208613025899,0.000568608909300371
"41",15.3034474898358,0.000478820528313206
"42",15.6860336770816,0.000378675266711356
"43",16.0686198643275,0.000197048815047991
"44",16.4512060515734,0.000282317304600465
"45",16.8337922388193,0.000298938859663147
"46",17.2163784260652,0.000221904444402337
"47",17.5989646133111,8.16396210755295e-05
"48",17.981550800557,1.71595459162279e-05
"49",18.3641369878029,9.91233871077503e-05
"50",18.7467231750488,0
