"","variable","Heuchera_longipetala_avg"
"1",3,0.000205896572524794
"2",10.7959183673469,0.0254422395180143
"3",18.5918367346939,0.106818462766047
"4",26.3877551020408,0.241910267913169
"5",34.1836734693878,0.177294304713546
"6",41.9795918367347,0.106742986632103
"7",49.7755102040816,0.0678636137855477
"8",57.5714285714286,0.0481380112610409
"9",65.3673469387755,0.0351487526533896
"10",73.1632653061225,0.0215993597292932
"11",80.9591836734694,0.0168906208268426
"12",88.7551020408163,0.0173601908783595
"13",96.5510204081633,0.0167292741673346
"14",104.34693877551,0.0158667166225413
"15",112.142857142857,0.0123042065811565
"16",119.938775510204,0.0101008642402077
"17",127.734693877551,0.0102678415275697
"18",135.530612244898,0.0104466024659677
"19",143.326530612245,0.0101586441155393
"20",151.122448979592,0.00893583993315754
"21",158.918367346939,0.00781576651805471
"22",166.714285714286,0.00861450212506811
"23",174.510204081633,0.00558204936296126
"24",182.30612244898,0.00394537853302062
"25",190.102040816327,0.00302888590205208
"26",197.897959183673,0.00194467296763277
"27",205.69387755102,0.00163735245867412
"28",213.489795918367,0.00137961664557319
"29",221.285714285714,0.00104671604104344
"30",229.081632653061,0.000820569585492568
"31",236.877551020408,0.000677615805639085
"32",244.673469387755,0.000630747261387855
"33",252.469387755102,0.000509182394000825
"34",260.265306122449,0.000387654021560687
"35",268.061224489796,0.00023418371750998
"36",275.857142857143,0.000251327190911555
"37",283.65306122449,0.000193684299556749
"38",291.448979591837,0.000161238405527229
"39",299.244897959184,0.00014502833044043
"40",307.040816326531,0.000111948551373663
"41",314.836734693878,9.63525787397317e-05
"42",322.632653061225,7.57111379418048e-05
"43",330.428571428571,7.16037918612457e-05
"44",338.224489795918,7.52346993330712e-05
"45",346.020408163265,6.83055524948698e-05
"46",353.816326530612,8.45395423248214e-05
"47",361.612244897959,7.68153796027741e-05
"48",369.408163265306,6.70626459790011e-05
"49",377.204081632653,3.13166863173528e-05
"50",385,1.02409645720654e-05
