"","variable","Heuchera_brevistaminea"
"1",183,0.0833333333333333333333333333333333333333333333
"2",111,0.0833333333333333333333333333333333333333333333
"3",114,0.0833333333333333333333333333333333333333333333
"4",109,0.0833333333333333333333333333333333333333333333
"5",114,0.0833333333333333333333333333333333333333333333
"6",124,0.0833333333333333333333333333333333333333333333
"7",114,0.0833333333333333333333333333333333333333333333
"8",123,0.0833333333333333333333333333333333333333333333
"9",114,0.0833333333333333333333333333333333333333333333
"10",129,0.0833333333333333333333333333333333333333333333
"11",125,0.0833333333333333333333333333333333333333333333
"12",121,0.0833333333333333333333333333333333333333333333
