"","variable","Heuchera_maxima_avg"
"1",6.5,7.90794960862057e-05
"2",7.86224489795918,0.000122566905580485
"3",9.22448979591837,0.00354794534405956
"4",10.5867346938776,0.021387180158944
"5",11.9489795918367,0.018425189940583
"6",13.3112244897959,0.030349683895199
"7",14.6734693877551,0.0456755018174488
"8",16.0357142857143,0.0746720497689665
"9",17.3979591836735,0.128348046410479
"10",18.7602040816327,0.0462478178066161
"11",20.1224489795918,0.114285359591742
"12",21.484693877551,0.0463188513393352
"13",22.8469387755102,0.108494527833265
"14",24.2091836734694,0.0983753373646226
"15",25.5714285714286,0.113292274182808
"16",26.9336734693878,0.0348020244210814
"17",28.2959183673469,0.0286250728466755
"18",29.6581632653061,0.0278577578513767
"19",31.0204081632653,0.0191356237731481
"20",32.3826530612245,0.0102310296850857
"21",33.7448979591837,0.0150434497724239
"22",35.1071428571429,0.0102259649928254
"23",36.469387755102,0.000953264163904427
"24",37.8316326530612,2.9018670285606e-06
"25",39.1938775510204,0.00350124563654086
"26",40.5561224489796,0
"27",41.9183673469388,0
"28",43.280612244898,0
"29",44.6428571428571,0
"30",46.0051020408163,2.53134173726184e-07
"31",47.3673469387755,0
"32",48.7295918367347,0
"33",50.0918367346939,0
"34",51.4540816326531,0
"35",52.8163265306122,0
"36",54.1785714285714,0
"37",55.5408163265306,0
"38",56.9030612244898,0
"39",58.265306122449,0
"40",59.6275510204082,0
"41",60.9897959183673,0
"42",62.3520408163265,0
"43",63.7142857142857,0
"44",65.0765306122449,0
"45",66.4387755102041,0
"46",67.8010204081633,0
"47",69.1632653061224,0
"48",70.5255102040816,0
"49",71.8877551020408,0
"50",73.25,0
