"","variable","diplomenziesii_avg"
"1",130,0.000266745626538664
"2",135,0.0017958516537927
"3",140,0.00211975697020346
"4",145,0.00239129587714052
"5",150,0.00298788015641666
"6",155,0.00402879932897415
"7",160,0.00595737050419432
"8",165,0.00984934695280631
"9",170,0.0101612627403844
"10",175,0.01072212939729
"11",180,0.0101932506228884
"12",185,0.0113791092890841
"13",190,0.0107667399025393
"14",195,0.0115519561580552
"15",200,0.0115385054886864
"16",205,0.0131242603699533
"17",210,0.0136402205359302
"18",215,0.0150331806104197
"19",220,0.0151896508250413
"20",225,0.0151331483223759
"21",230,0.0161400310144285
"22",235,0.018057725649311
"23",240,0.019863764894631
"24",245,0.0208203722533301
"25",250,0.0211432690235321
"26",255,0.0205263225137017
"27",260,0.0252535780417998
"28",265,0.0288974063026972
"29",270,0.0305740068654166
"30",275,0.0358577343429589
"31",280,0.0420256880327159
"32",285,0.0495699707663726
"33",290,0.051751989635244
"34",295,0.0523354601529843
"35",300,0.0542140600345474
"36",305,0.0537003272648519
"37",310,0.0507392343395631
"38",315,0.045295468342833
"39",320,0.04045227457592
"40",325,0.0353180431970675
"41",330,0.0273535298094261
"42",335,0.0221320890854502
"43",340,0.0203267095117954
"44",345,0.0186321993092071
"45",350,0.0124602924493716
"46",355,0.00522649831506659
"47",360,0.0030486089787283
"48",365,0.000340107297368495
"49",370,0.000100727607834352
"50",375,1.20490591303065e-05
