"","variable","Heuchera_chlorantha_avg"
"1",143,0
"2",147.816326530612,0
"3",152.632653061224,3.46536813999237e-05
"4",157.448979591837,7.07550287604351e-05
"5",162.265306122449,0.00013861700073573
"6",167.081632653061,0.000221529781043286
"7",171.897959183673,0.000370436305813694
"8",176.714285714286,0.000917490200571453
"9",181.530612244898,0.00190719022536123
"10",186.34693877551,0.00368924945848459
"11",191.163265306122,0.00391049798181111
"12",195.979591836735,0.00393029301866679
"13",200.795918367347,0.00409741619979967
"14",205.612244897959,0.00771870653113946
"15",210.428571428571,0.00925384856726646
"16",215.244897959184,0.0155579493061932
"17",220.061224489796,0.0230945866165541
"18",224.877551020408,0.0266562830181266
"19",229.69387755102,0.0307150310162786
"20",234.510204081633,0.024181752717931
"21",239.326530612245,0.0384702604431818
"22",244.142857142857,0.0476381041801757
"23",248.959183673469,0.0444969897099685
"24",253.775510204082,0.0393318735441921
"25",258.591836734694,0.0509299656212187
"26",263.408163265306,0.0634025419281165
"27",268.224489795918,0.064091081775019
"28",273.040816326531,0.0366472438813958
"29",277.857142857143,0.0243014140509796
"30",282.673469387755,0.0265140397185658
"31",287.489795918367,0.0188290689485942
"32",292.30612244898,0.0256132725205493
"33",297.122448979592,0.0306619268870422
"34",301.938775510204,0.0310855681475786
"35",306.755102040816,0.0339007068329113
"36",311.571428571429,0.0301041726625609
"37",316.387755102041,0.0367091468361016
"38",321.204081632653,0.0377270034387509
"39",326.020408163265,0.0325453050659294
"40",330.836734693878,0.0241649832302304
"41",335.65306122449,0.0177281523479585
"42",340.469387755102,0.0152130599131066
"43",345.285714285714,0.0208792343447204
"44",350.102040816327,0.0175435933393635
"45",354.918367346939,0.0170270851954889
"46",359.734693877551,0.0122780789660813
"47",364.551020408163,0.00497921103554387
"48",369.367346938776,0.000440541798728329
"49",374.183673469388,0.000280086980009074
"50",379,0
