"","variable","Mitella_pentandra_avg"
"1",-267,0
"2",-257.877551020408,0
"3",-248.755102040816,0
"4",-239.632653061224,0
"5",-230.510204081633,0
"6",-221.387755102041,0
"7",-212.265306122449,0
"8",-203.142857142857,0
"9",-194.020408163265,0
"10",-184.897959183673,0
"11",-175.775510204082,0
"12",-166.65306122449,0
"13",-157.530612244898,0
"14",-148.408163265306,0
"15",-139.285714285714,0
"16",-130.163265306122,0
"17",-121.040816326531,0
"18",-111.918367346939,2.69608679696382e-06
"19",-102.795918367347,1.61864659875823e-05
"20",-93.6734693877551,6.93388169006368e-05
"21",-84.5510204081633,0.000218763365225559
"22",-75.4285714285714,0.000594828399511995
"23",-66.3061224489796,0.0015356546151901
"24",-57.1836734693877,0.00326465633466674
"25",-48.0612244897959,0.00970934706137395
"26",-38.9387755102041,0.0202590570405219
"27",-29.8163265306122,0.0341907384679384
"28",-20.6938775510204,0.0490883576607604
"29",-11.5714285714286,0.0620133564034425
"30",-2.44897959183675,0.0867081757349421
"31",6.67346938775512,0.091924065039996
"32",15.795918367347,0.099424615356257
"33",24.9183673469388,0.101658357237259
"34",34.0408163265306,0.0936886899615928
"35",43.1632653061225,0.0851403979895062
"36",52.2857142857143,0.0754470257865899
"37",61.4081632653061,0.063121935242539
"38",70.530612244898,0.0507399010700119
"39",79.6530612244898,0.0246491187280746
"40",88.7755102040817,0.0166868773533489
"41",97.8979591836735,0.0116645863729162
"42",107.020408163265,0.00832001569269149
"43",116.142857142857,0.00431227675397252
"44",125.265306122449,0.0016707818019662
"45",134.387755102041,0.00105725305960226
"46",143.510204081633,0.00103299803835393
"47",152.632653061225,0.000808420790527486
"48",161.755102040816,0.000829634273678164
"49",170.877551020408,0.000151892997857817
"50",180,0
