"","variable","Tellima_grandiflora_avg"
"1",35,0
"2",137.897959183673,6.49882603141419e-06
"3",240.795918367347,0.000108761478421692
"4",343.69387755102,0.002094766619411
"5",446.591836734694,0.00845408310682796
"6",549.489795918367,0.0339901784634709
"7",652.387755102041,0.0478129258171306
"8",755.285714285714,0.0602408624583106
"9",858.183673469388,0.0619700068654308
"10",961.081632653061,0.0720777326799644
"11",1063.97959183673,0.0814504544879384
"12",1166.87755102041,0.0885063335021817
"13",1269.77551020408,0.0846520381089198
"14",1372.67346938775,0.0723253206879313
"15",1475.57142857143,0.0662531551605032
"16",1578.4693877551,0.0550891206784974
"17",1681.36734693878,0.040952524646715
"18",1784.26530612245,0.0341431935547667
"19",1887.16326530612,0.0333378478343158
"20",1990.0612244898,0.0320093277844679
"21",2092.95918367347,0.0263717332929276
"22",2195.85714285714,0.0226825927869874
"23",2298.75510204082,0.0189222763464025
"24",2401.65306122449,0.0142150871073401
"25",2504.55102040816,0.0112177362830025
"26",2607.44897959184,0.00865191628796657
"27",2710.34693877551,0.00694507470487362
"28",2813.24489795918,0.00501858721381475
"29",2916.14285714286,0.00360529869926085
"30",3019.04081632653,0.00204213667020793
"31",3121.9387755102,0.00147540591807497
"32",3224.83673469388,0.00114191968519538
"33",3327.73469387755,0.000755893444208847
"34",3430.63265306122,0.000403233027357078
"35",3533.5306122449,0.000290216279308901
"36",3636.42857142857,0.000199059596201805
"37",3739.32653061224,0.000172826987176975
"38",3842.22448979592,0.000128544095134068
"39",3945.12244897959,7.32340958873585e-05
"40",4048.02040816327,5.39470383521674e-05
"41",4150.91836734694,3.463379061528e-05
"42",4253.81632653061,3.46978410037584e-05
"43",4356.71428571429,2.6790979021844e-06
"44",4459.61224489796,0
"45",4562.51020408163,0
"46",4665.40816326531,0
"47",4768.30612244898,0
"48",4871.20408163265,0
"49",4974.10204081633,0
"50",5077,0
