"","variable","Mitella_stylosa_avg"
"1",-61,0
"2",-56.1632653061224,0
"3",-51.3265306122449,0
"4",-46.4897959183673,0
"5",-41.6530612244898,0
"6",-36.8163265306122,8.22086429212236e-06
"7",-31.9795918367347,0
"8",-27.1428571428571,1.86950870887173e-05
"9",-22.3061224489796,1.84922336579968e-05
"10",-17.469387755102,6.60979008840382e-05
"11",-12.6326530612245,8.65184795765705e-05
"12",-7.79591836734694,0.000100164015952667
"13",-2.95918367346939,0.000130190822078261
"14",1.87755102040816,0.000166037021007993
"15",6.71428571428571,0.000318338818901492
"16",11.5510204081633,0.000370731570507943
"17",16.3877551020408,0.000592422909669805
"18",21.2244897959184,0.000831329352188385
"19",26.0612244897959,0.00114410979152292
"20",30.8979591836735,0.00117975196211463
"21",35.734693877551,0.00131964858274578
"22",40.5714285714286,0.00121885224229526
"23",45.4081632653061,0.00167955595930308
"24",50.2448979591837,0.00212238335975979
"25",55.0816326530612,0.00260135850971735
"26",59.9183673469388,0.0029357721203876
"27",64.7551020408163,0.00389602600571534
"28",69.5918367346939,0.00496223597297206
"29",74.4285714285714,0.00507340708183207
"30",79.265306122449,0.00707749767919305
"31",84.1020408163265,0.0114473015064732
"32",88.9387755102041,0.0156188497784842
"33",93.7755102040816,0.0210216878952962
"34",98.6122448979592,0.0295284782704181
"35",103.448979591837,0.0287028140905032
"36",108.285714285714,0.0461076914339306
"37",113.122448979592,0.0569616302422732
"38",117.959183673469,0.0658836658068982
"39",122.795918367347,0.0760265579836934
"40",127.632653061224,0.0896408852108672
"41",132.469387755102,0.0789132746858756
"42",137.30612244898,0.104754478441272
"43",142.142857142857,0.103234067551851
"44",146.979591836735,0.0912869289413478
"45",151.816326530612,0.0662920913491838
"46",156.65306122449,0.050166886656739
"47",161.489795918367,0.0204104517215479
"48",166.326530612245,0.00540386583665416
"49",171.163265306122,0.000668568975047915
"50",176,1.19852782787038e-05
