"","variable","Tiarella_polyphylla_avg"
"1",154,0
"2",159.65306122449,0.00276496618476469
"3",165.30612244898,0.00340683645019712
"4",170.959183673469,0.00125550027726499
"5",176.612244897959,0.000641023741614765
"6",182.265306122449,0.000495806509357601
"7",187.918367346939,0.000362953437290768
"8",193.571428571429,0.00133494639270264
"9",199.224489795918,0.00203236586295522
"10",204.877551020408,0.00257923492899651
"11",210.530612244898,0.0043377421120519
"12",216.183673469388,0.00741238496992991
"13",221.836734693878,0.0145277125729
"14",227.489795918367,0.0480095181156103
"15",233.142857142857,0.0449939242779806
"16",238.795918367347,0.030540693957672
"17",244.448979591837,0.0221568455967324
"18",250.102040816327,0.025783170952685
"19",255.755102040816,0.0406493927055861
"20",261.408163265306,0.0379027385228778
"21",267.061224489796,0.0290296630966081
"22",272.714285714286,0.031605693605169
"23",278.367346938776,0.0350786672888466
"24",284.020408163265,0.0319331103106603
"25",289.673469387755,0.0385657522470898
"26",295.326530612245,0.0378190578926721
"27",300.979591836735,0.0276540641841083
"28",306.632653061224,0.0320888577006633
"29",312.285714285714,0.0430497645132797
"30",317.938775510204,0.0481515922687011
"31",323.591836734694,0.0669631902418654
"32",329.244897959184,0.0606506230520192
"33",334.897959183673,0.053552763702516
"34",340.551020408163,0.0521678950069716
"35",346.204081632653,0.0334887929455503
"36",351.857142857143,0.0183028952869324
"37",357.510204081633,0.0194979663676776
"38",363.163265306122,0.00873027193253653
"39",368.816326530612,0.00850459607092465
"40",374.469387755102,0.0080840720688324
"41",380.122448979592,0.00626140660769406
"42",385.775510204082,0.00682812409286352
"43",391.428571428571,0.00610561148649561
"44",397.081632653061,0.0042077963215006
"45",402.734693877551,0.000271907277213522
"46",408.387755102041,0.000133424997641794
"47",414.040816326531,6.35187246333395e-05
"48",419.69387755102,2.11631391628275e-05
"49",425.34693877551,0
"50",431,0
