"","variable","Conimitella_williamsii_avg"
"1",-66,0
"2",-62.6938775510204,0
"3",-59.3877551020408,0
"4",-56.0816326530612,0
"5",-52.7755102040816,2.63662715573332e-06
"6",-49.469387755102,1.1692600228982e-05
"7",-46.1632653061224,2.26207341086425e-05
"8",-42.8571428571429,4.36436281575225e-05
"9",-39.5510204081633,0.000137922510517513
"10",-36.2448979591837,0.00023735826670764
"11",-32.9387755102041,0.000383619559054045
"12",-29.6326530612245,0.000903091589628856
"13",-26.3265306122449,0.00124361002919573
"14",-23.0204081632653,0.00196232371734089
"15",-19.7142857142857,0.0028862743362482
"16",-16.4081632653061,0.00647933557409383
"17",-13.1020408163265,0.00841301541326235
"18",-9.79591836734694,0.0118777888405453
"19",-6.48979591836734,0.0213978711337512
"20",-3.18367346938776,0.0212336893519493
"21",0.122448979591837,0.0252050961315733
"22",3.42857142857143,0.0404483797883209
"23",6.73469387755102,0.0353192429046599
"24",10.0408163265306,0.0406453189139035
"25",13.3469387755102,0.0613820284073882
"26",16.6530612244898,0.0524091538102805
"27",19.9591836734694,0.0560132504076126
"28",23.265306122449,0.0560987667005869
"29",26.5714285714286,0.0770551532768833
"30",29.8775510204082,0.0588609607169148
"31",33.1836734693878,0.0566096835673458
"32",36.4897959183673,0.0741676669736305
"33",39.7959183673469,0.052485502032415
"34",43.1020408163265,0.0491780275807637
"35",46.4081632653061,0.0548833917131121
"36",49.7142857142857,0.0327477774619365
"37",53.0204081632653,0.0248805211706591
"38",56.3265306122449,0.0188897920741128
"39",59.6326530612245,0.0184919350856019
"40",62.9387755102041,0.0111130372434042
"41",66.2448979591837,0.00926206954613744
"42",69.5510204081633,0.00882639436238138
"43",72.8571428571429,0.00384232697183859
"44",76.1632653061224,0.00188436005744589
"45",79.469387755102,0.00123168590551863
"46",82.7755102040816,0.000466707838803067
"47",86.0816326530612,0.000280037046330096
"48",89.3877551020408,6.62414000576889e-05
"49",92.6938775510204,1.89969984363563e-05
"50",96,0
