"","variable","Heuchera_micrantha_avg"
"1",0,0.0275984872938095
"2",10.1224489795918,0.118095736927769
"3",20.2448979591837,0.0750323662753128
"4",30.3673469387755,0.0663651281304609
"5",40.4897959183673,0.0878667635473815
"6",50.6122448979592,0.0696195779536744
"7",60.734693877551,0.0557610276503764
"8",70.8571428571429,0.0439241889917652
"9",80.9795918367347,0.039851231363259
"10",91.1020408163265,0.0393631606433999
"11",101.224489795918,0.0358789689797039
"12",111.34693877551,0.0328608581827245
"13",121.469387755102,0.0348102612388401
"14",131.591836734694,0.0363518192267321
"15",141.714285714286,0.0372044969902979
"16",151.836734693878,0.0424876672010471
"17",161.959183673469,0.040659183496694
"18",172.081632653061,0.0312567918763614
"19",182.204081632653,0.0238061056002227
"20",192.326530612245,0.0173893543462894
"21",202.448979591837,0.0139421523086058
"22",212.571428571429,0.0123695247560563
"23",222.69387755102,0.0076701807552209
"24",232.816326530612,0.00366256241983382
"25",242.938775510204,0.00183379172592769
"26",253.061224489796,0.00103698626967
"27",263.183673469388,0.000684145023279271
"28",273.30612244898,0.000491858641343936
"29",283.428571428571,0.00029762920769599
"30",293.551020408163,0.000240205561975372
"31",303.673469387755,0.000169039231827272
"32",313.795918367347,0.000148993221669317
"33",323.918367346939,0.000139477022841304
"34",334.040816326531,0.000175449086247113
"35",344.163265306122,0.000154579330248677
"36",354.285714285714,0.000140096271695568
"37",364.408163265306,0.000122907063627948
"38",374.530612244898,0.000100860654032403
"39",384.65306122449,8.57823683122322e-05
"40",394.775510204082,8.02735721458151e-05
"41",404.897959183673,8.93445888311648e-05
"42",415.020408163265,8.79204549504917e-05
"43",425.142857142857,3.89928236231923e-05
"44",435.265306122449,3.43363357386745e-05
"45",445.387755102041,1.63953427180934e-05
"46",455.510204081633,3.34004575971621e-06
"47",465.632653061225,0
"48",475.755102040816,0
"49",485.877551020408,0
"50",496,0
